,start,end,chr,karyo_band,chr_arm,numeric_chr,cytoband,geneID,geneIDversion
snoU13|ENSG00000238818.1,16237392.0,16237492.0,1,1p36.13,1p,1,p36.13,ENSG00000238818,ENSG00000238818.1
ZBTB17,16268364.0,16302627.0,1,1p36.13,1p,1,p36.13,ENSG00000116809,ENSG00000116809.7
C1orf64,16330731.0,16335302.0,1,1p36.13,1p,1,p36.13,ENSG00000183888,ENSG00000183888.4
HSPB7,16340523.0,16346089.0,1,1p36.13,1p,1,p36.13,ENSG00000173641,ENSG00000173641.13
CLCNKA,16345370.0,16360545.0,1,1p36.13,1p,1,p36.13,ENSG00000186510,ENSG00000186510.7
CLCNKB,16370272.0,16383803.0,1,1p36.13,1p,1,p36.13,ENSG00000184908,ENSG00000184908.13
FAM131C,16384264.0,16400127.0,1,1p36.13,1p,1,p36.13,ENSG00000185519,ENSG00000185519.8
EPHA2,16450832.0,16482582.0,1,1p36.13,1p,1,p36.13,ENSG00000142627,ENSG00000142627.9
ARHGEF19,16524349.0,16539104.0,1,1p36.13,1p,1,p36.13,ENSG00000142632,ENSG00000142632.12
ANO7P1,16542404.0,16554522.0,1,1p36.13,1p,1,p36.13,ENSG00000237276,ENSG00000237276.4
C1orf134,16555368.0,16556038.0,1,1p36.13,1p,1,p36.13,ENSG00000204377,ENSG00000204377.3
RSG1,16558195.0,16563657.0,1,1p36.13,1p,1,p36.13,ENSG00000132881,ENSG00000132881.7
FBXO42,16573334.0,16678949.0,1,1p36.13,1p,1,p36.13,ENSG00000037637,ENSG00000037637.6
SZRD1,16679070.0,16724640.0,1,1p36.13,1p,1,p36.13,ENSG00000055070,ENSG00000055070.12
SPATA21,16713612.0,16763919.0,1,1p36.13,1p,1,p36.13,ENSG00000187144,ENSG00000187144.7
NECAP2,16767167.0,16786573.0,1,1p36.13,1p,1,p36.13,ENSG00000157191,ENSG00000157191.15
CROCCP3,16793931.0,16825752.0,1,1p36.13,1p,1,p36.13,ENSG00000080947,ENSG00000080947.10
ATP13A2,17312453.0,17338423.0,1,1p36.13,1p,1,p36.13,ENSG00000159363,ENSG00000159363.13
CROCCP2,16944751.0,16971178.0,1,1p36.13,1p,1,p36.13,ENSG00000215908,ENSG00000215908.5
CROCC,17066768.0,17299474.0,1,1p36.13,1p,1,p36.13,ENSG00000058453,ENSG00000058453.12
ESPNP,17013834.0,17046652.0,1,1p36.13,1p,1,p36.13,ENSG00000268869,ENSG00000268869.1
MFAP2,17300997.0,17307330.0,1,1p36.13,1p,1,p36.13,ENSG00000117122,ENSG00000117122.9
MIR3675,17185444.0,17185516.0,1,1p36.13,1p,1,p36.13,ENSG00000263811,ENSG00000263811.1
MST1L,17081405.0,17096732.0,1,1p36.13,1p,1,p36.13,ENSG00000186715,ENSG00000186715.6
NBPF1,16888814.0,16940057.0,1,1p36.13,1p,1,p36.13,ENSG00000219481,ENSG00000219481.6
U1|ENSG00000228549.2,17197440.0,17200587.0,1,1p36.13,1p,1,p36.13,ENSG00000228549,ENSG00000228549.2
U1|ENSG00000233421.3,16860381.0,16862144.0,1,1p36.13,1p,1,p36.13,ENSG00000233421,ENSG00000233421.3
SDHB,17345217.0,17380665.0,1,1p36.13,1p,1,p36.13,ENSG00000117118,ENSG00000117118.5
PADI2,17393256.0,17445948.0,1,1p36.13,1p,1,p36.13,ENSG00000117115,ENSG00000117115.8
PADI1,17531621.0,17572500.0,1,1p36.13,1p,1,p36.13,ENSG00000142623,ENSG00000142623.8
PADI3,17575593.0,17610728.0,1,1p36.13,1p,1,p36.13,ENSG00000142619,ENSG00000142619.4
MIR3972,17604384.0,17604470.0,1,1p36.13,1p,1,p36.13,ENSG00000266634,ENSG00000266634.1
PADI4,17634690.0,17690499.0,1,1p36.13,1p,1,p36.13,ENSG00000159339,ENSG00000159339.9
PADI6,17698691.0,17728195.0,1,1p36.13,1p,1,p36.13,ENSG00000256049,ENSG00000256049.2
RCC2,17733256.0,17766220.0,1,1p36.13,1p,1,p36.13,ENSG00000179051,ENSG00000179051.9
snoU13|ENSG00000239020.1,17776259.0,17776359.0,1,1p36.13,1p,1,p36.13,ENSG00000239020,ENSG00000239020.1
ARHGEF10L,17866330.0,18024369.0,1,1p36.13,1p,1,p36.13,ENSG00000074964,ENSG00000074964.12
ACTL8,18081808.0,18153558.0,1,1p36.13,1p,1,p36.13,ENSG00000117148,ENSG00000117148.6
IGSF21,18434240.0,18704977.0,1,1p36.13,1p,1,p36.13,ENSG00000117154,ENSG00000117154.7
KLHDC7A,18807424.0,18812478.0,1,1p36.13,1p,1,p36.13,ENSG00000179023,ENSG00000179023.7
PAX7,18957500.0,19075360.0,1,1p36.13,1p,1,p36.13,ENSG00000009709,ENSG00000009709.7
TAS1R2,19166093.0,19186176.0,1,1p36.13,1p,1,p36.13,ENSG00000179002,ENSG00000179002.5
ALDH4A1,19197926.0,19229275.0,1,1p36.13,1p,1,p36.13,ENSG00000159423,ENSG00000159423.12
MIR4695,19209696.0,19209769.0,1,1p36.13,1p,1,p36.13,ENSG00000265606,ENSG00000265606.1
MIR1290,19223565.0,19223642.0,1,1p36.13,1p,1,p36.13,ENSG00000221662,ENSG00000221662.1
IFFO2,19230775.0,19283180.0,1,1p36.13,1p,1,p36.13,ENSG00000169991,ENSG00000169991.6
UBR4,19401000.0,19536770.0,1,1p36.13,1p,1,p36.13,ENSG00000127481,ENSG00000127481.10
EMC1,19542158.0,19578046.0,1,1p36.13,1p,1,p36.13,ENSG00000127463,ENSG00000127463.9
MRTO4,19578033.0,19586622.0,1,1p36.13,1p,1,p36.13,ENSG00000053372,ENSG00000053372.4
AKR7A3,19609052.0,19615744.0,1,1p36.13,1p,1,p36.13,ENSG00000162482,ENSG00000162482.4
AKR7L,19592476.0,19600688.0,1,1p36.13,1p,1,p36.13,ENSG00000211454,ENSG00000211454.9
AKR7A2,19630459.0,19638640.0,1,1p36.13,1p,1,p36.13,ENSG00000053371,ENSG00000053371.8
PQLC2,19638820.0,19655794.0,1,1p36.13,1p,1,p36.13,ENSG00000040487,ENSG00000040487.8
RN7SL85P,19646299.0,19646554.0,1,1p36.13,1p,1,p36.13,ENSG00000265192,ENSG00000265192.1
CAPZB,19665267.0,19812066.0,1,1p36.13,1p,1,p36.13,ENSG00000077549,ENSG00000077549.13
RN7SL277P,19750878.0,19751163.0,1,1p36.13,1p,1,p36.13,ENSG00000240490,ENSG00000240490.2
snoU13|ENSG00000239027.1,19858664.0,19858768.0,1,1p36.13,1p,1,p36.13,ENSG00000239027,ENSG00000239027.1
MINOS1,19923477.0,19956314.0,1,1p36.13,1p,1,p36.13,ENSG00000173436,ENSG00000173436.9
NBL1,19967048.0,19984945.0,1,1p36.13,1p,1,p36.13,ENSG00000158747,ENSG00000158747.9
HTR6,19991780.0,20006055.0,1,1p36.13,1p,1,p36.13,ENSG00000158748,ENSG00000158748.3
TMCO4,20008706.0,20126438.0,1,1p36.13,1p,1,p36.13,ENSG00000162542,ENSG00000162542.9
RNF186,20140523.0,20141771.0,1,1p36.13,1p,1,p36.13,ENSG00000178828,ENSG00000178828.5
OTUD3,20209006.0,20239438.0,1,1p36.13,1p,1,p36.13,ENSG00000169914,ENSG00000169914.5
PLA2G2E,20246502.0,20250110.0,1,1p36.13,1p,1,p36.13,ENSG00000188784,ENSG00000188784.4
PLA2G2A,20301925.0,20306932.0,1,1p36.13,1p,1,p36.13,ENSG00000188257,ENSG00000188257.6
RN7SL304P,20297462.0,20297760.0,1,1p36.13,1p,1,p36.13,ENSG00000242688,ENSG00000242688.2
PLA2G5,20354672.0,20417683.0,1,1p36.13,1p,1,p36.13,ENSG00000127472,ENSG00000127472.6
PLA2G2D,20438432.0,20446050.0,1,1p36.12,1p,1,p36.12,ENSG00000117215,ENSG00000117215.10
PLA2G2F,20465819.0,20476879.0,1,1p36.12,1p,1,p36.12,ENSG00000158786,ENSG00000158786.4
PLA2G2C,20487746.0,20503917.0,1,1p36.12,1p,1,p36.12,ENSG00000187980,ENSG00000187980.6
UBXN10,20512578.0,20522541.0,1,1p36.12,1p,1,p36.12,ENSG00000162543,ENSG00000162543.5
VWA5B1,20617412.0,20681387.0,1,1p36.12,1p,1,p36.12,ENSG00000158816,ENSG00000158816.11
CAMK2N1,20808884.0,20812713.0,1,1p36.12,1p,1,p36.12,ENSG00000162545,ENSG00000162545.5
MUL1,20825943.0,20834654.0,1,1p36.12,1p,1,p36.12,ENSG00000090432,ENSG00000090432.5
FAM43B,20878932.0,20881512.0,1,1p36.12,1p,1,p36.12,ENSG00000183114,ENSG00000183114.6
CDA,20915441.0,20945401.0,1,1p36.12,1p,1,p36.12,ENSG00000158825,ENSG00000158825.5
PINK1,20959948.0,20978004.0,1,1p36.12,1p,1,p36.12,ENSG00000158828,ENSG00000158828.5
DDOST,20978270.0,20988000.0,1,1p36.12,1p,1,p36.12,ENSG00000244038,ENSG00000244038.5
KIF17,20990507.0,21044510.0,1,1p36.12,1p,1,p36.12,ENSG00000117245,ENSG00000117245.8
SH2D5,21046225.0,21059330.0,1,1p36.12,1p,1,p36.12,ENSG00000189410,ENSG00000189410.7
HP1BP3,21069154.0,21113816.0,1,1p36.12,1p,1,p36.12,ENSG00000127483,ENSG00000127483.13
EIF4G3,21132963.0,21503377.0,1,1p36.12,1p,1,p36.12,ENSG00000075151,ENSG00000075151.15
MIR1256,21314807.0,21314925.0,1,1p36.12,1p,1,p36.12,ENSG00000221808,ENSG00000221808.1
ECE1,21543740.0,21671997.0,1,1p36.12,1p,1,p36.12,ENSG00000117298,ENSG00000117298.10
NBPF3,21766621.0,21811498.0,1,1p36.12,1p,1,p36.12,ENSG00000142794,ENSG00000142794.14
ALPL,21835858.0,21904905.0,1,1p36.12,1p,1,p36.12,ENSG00000162551,ENSG00000162551.9
RAP1GAP,21922708.0,21995801.0,1,1p36.12,1p,1,p36.12,ENSG00000076864,ENSG00000076864.15
USP48,22004791.0,22110099.0,1,1p36.12,1p,1,p36.12,ENSG00000090686,ENSG00000090686.11
LDLRAD2,22138758.0,22151714.0,1,1p36.12,1p,1,p36.12,ENSG00000187942,ENSG00000187942.7
HSPG2,22148738.0,22263790.0,1,1p36.12,1p,1,p36.12,ENSG00000142798,ENSG00000142798.12
CDC42,22379120.0,22419437.0,1,1p36.12,1p,1,p36.12,ENSG00000070831,ENSG00000070831.11
CELA3A,22328149.0,22339032.0,1,1p36.12,1p,1,p36.12,ENSG00000142789,ENSG00000142789.15
CELA3B,22303514.0,22325135.0,1,1p36.12,1p,1,p36.12,ENSG00000219073,ENSG00000219073.3
LINC00339,22351681.0,22357716.0,1,1p36.12,1p,1,p36.12,ENSG00000218510,ENSG00000218510.3
RN7SL186P,22337143.0,22337437.0,1,1p36.12,1p,1,p36.12,ENSG00000263929,ENSG00000263929.1
RN7SL386P,22313974.0,22314268.0,1,1p36.12,1p,1,p36.12,ENSG00000263991,ENSG00000263991.1
RN7SL421P,22305444.0,22305729.0,1,1p36.12,1p,1,p36.12,ENSG00000264385,ENSG00000264385.1
RN7SL768P,22330078.0,22330361.0,1,1p36.12,1p,1,p36.12,ENSG00000263582,ENSG00000263582.1
WNT4,22443798.0,22470462.0,1,1p36.12,1p,1,p36.12,ENSG00000162552,ENSG00000162552.10
MIR4418,22592732.0,22592793.0,1,1p36.12,1p,1,p36.12,ENSG00000266564,ENSG00000266564.1
ZBTB40,22778344.0,22857650.0,1,1p36.12,1p,1,p36.12,ENSG00000184677,ENSG00000184677.12
EPHA8,22890057.0,22930087.0,1,1p36.12,1p,1,p36.12,ENSG00000070886,ENSG00000070886.6
C1QA,22962999.0,22966101.0,1,1p36.12,1p,1,p36.12,ENSG00000173372,ENSG00000173372.12
C1QC,22970123.0,22974603.0,1,1p36.12,1p,1,p36.12,ENSG00000159189,ENSG00000159189.7
C1QB,22979255.0,22988031.0,1,1p36.12,1p,1,p36.12,ENSG00000173369,ENSG00000173369.11
EPHB2,23037332.0,23241818.0,1,1p36.12,1p,1,p36.12,ENSG00000133216,ENSG00000133216.12
MIR4684,23046010.0,23046091.0,1,1p36.12,1p,1,p36.12,ENSG00000265422,ENSG00000265422.1
MIR4253,23189652.0,23189719.0,1,1p36.12,1p,1,p36.12,ENSG00000264014,ENSG00000264014.1
LACTBL1,23279536.0,23291831.0,1,1p36.12,1p,1,p36.12,ENSG00000215906,ENSG00000215906.4
C1orf234,23337327.0,23342343.0,1,1p36.12,1p,1,p36.12,ENSG00000227868,ENSG00000227868.2
KDM1A,23345941.0,23410182.0,1,1p36.12,1p,1,p36.12,ENSG00000004487,ENSG00000004487.11
MIR3115,23370798.0,23370865.0,1,1p36.12,1p,1,p36.12,ENSG00000263793,ENSG00000263793.1
MIR4419A,23384351.0,23384427.0,1,1p36.12,1p,1,p36.12,ENSG00000266802,ENSG00000266802.1
LUZP1,23410516.0,23504301.0,1,1p36.12,1p,1,p36.12,ENSG00000169641,ENSG00000169641.9
HTR1D,23516993.0,23521222.0,1,1p36.12,1p,1,p36.12,ENSG00000179546,ENSG00000179546.3
HNRNPR,23630264.0,23670829.0,1,1p36.12,1p,1,p36.12,ENSG00000125944,ENSG00000125944.14
ZNF436,23685941.0,23695935.0,1,1p36.12,1p,1,p36.12,ENSG00000125945,ENSG00000125945.10
C1orf213,23695490.0,23698332.0,1,1p36.12,1p,1,p36.12,ENSG00000249087,ENSG00000249087.3
TCEA3,23707554.0,23751233.0,1,1p36.12,1p,1,p36.12,ENSG00000204219,ENSG00000204219.5
ASAP3,23755056.0,23811061.0,1,1p36.12,1p,1,p36.12,ENSG00000088280,ENSG00000088280.14
E2F2,23832922.0,23857712.0,1,1p36.12,1p,1,p36.12,ENSG00000007968,ENSG00000007968.6
ID3,23884409.0,23886285.0,1,1p36.12,1p,1,p36.12,ENSG00000117318,ENSG00000117318.8
MDS2,23907985.0,23967058.0,1,1p36.11,1p,1,p36.11,ENSG00000197880,ENSG00000197880.4
RPL11,24018269.0,24022915.0,1,1p36.11,1p,1,p36.11,ENSG00000142676,ENSG00000142676.8
RN7SL532P,24063100.0,24063380.0,1,1p36.11,1p,1,p36.11,ENSG00000244609,ENSG00000244609.2
TCEB3,24069645.0,24088549.0,1,1p36.11,1p,1,p36.11,ENSG00000011007,ENSG00000011007.8
PITHD1,24104895.0,24114722.0,1,1p36.11,1p,1,p36.11,ENSG00000057757,ENSG00000057757.5
GALE,24122089.0,24127271.0,1,1p36.11,1p,1,p36.11,ENSG00000117308,ENSG00000117308.10
HMGCL,24128375.0,24165110.0,1,1p36.11,1p,1,p36.11,ENSG00000117305,ENSG00000117305.10
LYPLA2,24117460.0,24122029.0,1,1p36.11,1p,1,p36.11,ENSG00000011009,ENSG00000011009.6
FUCA1,24171567.0,24194784.0,1,1p36.11,1p,1,p36.11,ENSG00000179163,ENSG00000179163.11
CNR2,24197016.0,24285549.0,1,1p36.11,1p,1,p36.11,ENSG00000188822,ENSG00000188822.6
RN7SL24P,24208284.0,24208575.0,1,1p36.11,1p,1,p36.11,ENSG00000264347,ENSG00000264347.1
snoU13|ENSG00000238538.1,24208745.0,24208842.0,1,1p36.11,1p,1,p36.11,ENSG00000238538,ENSG00000238538.1
MIR378F,24255560.0,24255637.0,1,1p36.11,1p,1,p36.11,ENSG00000264926,ENSG00000264926.1
PNRC2,24285599.0,24289952.0,1,1p36.11,1p,1,p36.11,ENSG00000189266,ENSG00000189266.7
SRSF10,24291294.0,24307417.0,1,1p36.11,1p,1,p36.11,ENSG00000188529,ENSG00000188529.10
MYOM3,24382525.0,24438665.0,1,1p36.11,1p,1,p36.11,ENSG00000142661,ENSG00000142661.14
IL22RA1,24446261.0,24469611.0,1,1p36.11,1p,1,p36.11,ENSG00000142677,ENSG00000142677.3
IFNLR1,24480647.0,24514449.0,1,1p36.11,1p,1,p36.11,ENSG00000185436,ENSG00000185436.7
GRHL3,24645812.0,24690972.0,1,1p36.11,1p,1,p36.11,ENSG00000158055,ENSG00000158055.11
STPG1,24683489.0,24743424.0,1,1p36.11,1p,1,p36.11,ENSG00000001460,ENSG00000001460.13
NIPAL3,24742284.0,24799466.0,1,1p36.11,1p,1,p36.11,ENSG00000001461,ENSG00000001461.12
RCAN3,24829387.0,24867530.0,1,1p36.11,1p,1,p36.11,ENSG00000117602,ENSG00000117602.7
RN7SL857P,24855945.0,24856204.0,1,1p36.11,1p,1,p36.11,ENSG00000266551,ENSG00000266551.1
NCMAP,24882602.0,24935819.0,1,1p36.11,1p,1,p36.11,ENSG00000184454,ENSG00000184454.6
SRRM1,24958207.0,24999758.0,1,1p36.11,1p,1,p36.11,ENSG00000133226,ENSG00000133226.12
snoU13|ENSG00000238986.1,24993474.0,24993578.0,1,1p36.11,1p,1,p36.11,ENSG00000238986,ENSG00000238986.1
CLIC4,25071848.0,25170815.0,1,1p36.11,1p,1,p36.11,ENSG00000169504,ENSG00000169504.10
RUNX3,25226002.0,25291612.0,1,1p36.11,1p,1,p36.11,ENSG00000020633,ENSG00000020633.14
MIR4425,25349994.0,25350077.0,1,1p36.11,1p,1,p36.11,ENSG00000264371,ENSG00000264371.1
C1orf63,25568728.0,25664704.0,1,1p36.11,1p,1,p36.11,ENSG00000117616,ENSG00000117616.13
RHCE,25688740.0,25756683.0,1,1p36.11,1p,1,p36.11,ENSG00000188672,ENSG00000188672.12
RHD,25598884.0,25656936.0,1,1p36.11,1p,1,p36.11,ENSG00000187010,ENSG00000187010.14
SYF2,25549170.0,25558993.0,1,1p36.11,1p,1,p36.11,ENSG00000117614,ENSG00000117614.5
TMEM50A,25664408.0,25688852.0,1,1p36.11,1p,1,p36.11,ENSG00000183726,ENSG00000183726.6
snoU13|ENSG00000238889.1,25672765.0,25672868.0,1,1p36.11,1p,1,p36.11,ENSG00000238889,ENSG00000238889.1
TMEM57,25757388.0,25826700.0,1,1p36.11,1p,1,p36.11,ENSG00000204178,ENSG00000204178.5
LDLRAP1,25870071.0,25895377.0,1,1p36.11,1p,1,p36.11,ENSG00000157978,ENSG00000157978.7
MAN1C1,25943959.0,26112698.0,1,1p36.11,1p,1,p36.11,ENSG00000117643,ENSG00000117643.10
SEPN1,26126667.0,26144713.0,1,1p36.11,1p,1,p36.11,ENSG00000162430,ENSG00000162430.12
MTFR1L,26145131.0,26159432.0,1,1p36.11,1p,1,p36.11,ENSG00000117640,ENSG00000117640.13
AUNIP,26158414.0,26185903.0,1,1p36.11,1p,1,p36.11,ENSG00000127423,ENSG00000127423.6
PAQR7,26187701.0,26197744.0,1,1p36.11,1p,1,p36.11,ENSG00000182749,ENSG00000182749.5
STMN1,26210672.0,26233482.0,1,1p36.11,1p,1,p36.11,ENSG00000117632,ENSG00000117632.16
MIR3917,26232853.0,26232945.0,1,1p36.11,1p,1,p36.11,ENSG00000264021,ENSG00000264021.1
PAFAH2,26286258.0,26324648.0,1,1p36.11,1p,1,p36.11,ENSG00000158006,ENSG00000158006.9
SCARNA17|ENSG00000252190.1,26332497.0,26332621.0,1,1p36.11,1p,1,p36.11,ENSG00000252190,ENSG00000252190.1
SCARNA18|ENSG00000252691.1,26332707.0,26332790.0,1,1p36.11,1p,1,p36.11,ENSG00000252691,ENSG00000252691.1
EXTL1,26346375.0,26362955.0,1,1p36.11,1p,1,p36.11,ENSG00000158008,ENSG00000158008.5
SLC30A2,26363743.0,26372624.0,1,1p36.11,1p,1,p36.11,ENSG00000158014,ENSG00000158014.10
TRIM63,26377795.0,26394927.0,1,1p36.11,1p,1,p36.11,ENSG00000158022,ENSG00000158022.6
PDIK1L,26437664.0,26452034.0,1,1p36.11,1p,1,p36.11,ENSG00000175087,ENSG00000175087.5
FAM110D,26485511.0,26489119.0,1,1p36.11,1p,1,p36.11,ENSG00000197245,ENSG00000197245.4
ZNF593,26496362.0,26498551.0,1,1p36.11,1p,1,p36.11,ENSG00000142684,ENSG00000142684.7
CNKSR1,26503894.0,26516377.0,1,1p36.11,1p,1,p36.11,ENSG00000142675,ENSG00000142675.13
CATSPER4,26517052.0,26529459.0,1,1p36.11,1p,1,p36.11,ENSG00000188782,ENSG00000188782.3
CEP85,26560691.0,26605299.0,1,1p36.11,1p,1,p36.11,ENSG00000130695,ENSG00000130695.9
SH3BGRL3,26605667.0,26608007.0,1,1p36.11,1p,1,p36.11,ENSG00000142669,ENSG00000142669.9
UBXN11,26607819.0,26644854.0,1,1p36.11,1p,1,p36.11,ENSG00000158062,ENSG00000158062.16
AIM1L,26648350.0,26680621.0,1,1p36.11,1p,1,p36.11,ENSG00000176092,ENSG00000176092.9
CD52,26644448.0,26647014.0,1,1p36.11,1p,1,p36.11,ENSG00000169442,ENSG00000169442.4
RN7SL490P,26674956.0,26675210.0,1,1p36.11,1p,1,p36.11,ENSG00000265143,ENSG00000265143.1
ZNF683,26688125.0,26701013.0,1,1p36.11,1p,1,p36.11,ENSG00000176083,ENSG00000176083.13
LIN28A,26737269.0,26756213.0,1,1p36.11,1p,1,p36.11,ENSG00000131914,ENSG00000131914.6
DHDDS,26758773.0,26797785.0,1,1p36.11,1p,1,p36.11,ENSG00000117682,ENSG00000117682.12
HMGN2,26798941.0,26802463.0,1,1p36.11,1p,1,p36.11,ENSG00000198830,ENSG00000198830.6
RPS6KA1,26856252.0,26901521.0,1,1p36.11,1p,1,p36.11,ENSG00000117676,ENSG00000117676.9
MIR1976,26881033.0,26881084.0,1,1p36.11,1p,1,p36.11,ENSG00000238705,ENSG00000238705.1
RN7SL679P,26919737.0,26920037.0,1,1p36.11,1p,1,p36.11,ENSG00000243905,ENSG00000243905.2
snoU13|ENSG00000238316.1,26968777.0,26968880.0,1,1p36.11,1p,1,p36.11,ENSG00000238316,ENSG00000238316.1
ARID1A,27022524.0,27108595.0,1,1p36.11,1p,1,p36.11,ENSG00000117713,ENSG00000117713.13
RN7SL501P,27090115.0,27090393.0,1,1p36.11,1p,1,p36.11,ENSG00000266138,ENSG00000266138.1
PIGV,27113963.0,27124889.0,1,1p36.11,1p,1,p36.11,ENSG00000060642,ENSG00000060642.6
RN7SL165P,27141313.0,27141601.0,1,1p36.11,1p,1,p36.11,ENSG00000241188,ENSG00000241188.2
ZDHHC18,27153201.0,27184093.0,1,1p36.11,1p,1,p36.11,ENSG00000204160,ENSG00000204160.7
SFN,27189633.0,27190947.0,1,1p36.11,1p,1,p36.11,ENSG00000175793,ENSG00000175793.10
GPN2,27202624.0,27216788.0,1,1p36.11,1p,1,p36.11,ENSG00000142751,ENSG00000142751.10
GPATCH3,27216979.0,27226957.0,1,1p36.11,1p,1,p36.11,ENSG00000198746,ENSG00000198746.8
NUDC,27226729.0,27273353.0,1,1p36.11,1p,1,p36.11,ENSG00000090273,ENSG00000090273.9
NR0B2,27237980.0,27240457.0,1,1p36.11,1p,1,p36.11,ENSG00000131910,ENSG00000131910.4
C1orf172,27276053.0,27286897.0,1,1p36.11,1p,1,p36.11,ENSG00000175707,ENSG00000175707.7
TRNP1,27320198.0,27327389.0,1,1p36.11,1p,1,p36.11,ENSG00000253368,ENSG00000253368.3
FAM46B,27331511.0,27339327.0,1,1p36.11,1p,1,p36.11,ENSG00000158246,ENSG00000158246.7
SLC9A1,27425306.0,27493472.0,1,1p36.11,1p,1,p36.11,ENSG00000090020,ENSG00000090020.6
WDTC1,27561007.0,27635110.0,1,1p36.11,1p,1,p36.11,ENSG00000142784,ENSG00000142784.11
TMEM222,27648651.0,27662891.0,1,1p36.11,1p,1,p36.11,ENSG00000186501,ENSG00000186501.10
SYTL1,27668513.0,27680421.0,1,1p36.11,1p,1,p36.11,ENSG00000142765,ENSG00000142765.13
MAP3K6,27681675.0,27693383.0,1,1p36.11,1p,1,p36.11,ENSG00000142733,ENSG00000142733.10
FCN3,27695603.0,27701315.0,1,1p36.11,1p,1,p36.11,ENSG00000142748,ENSG00000142748.8
CD164L2,27705666.0,27709870.0,1,1p36.11,1p,1,p36.11,ENSG00000174950,ENSG00000174950.6
GPR3,27719148.0,27722318.0,1,1p36.11,1p,1,p36.11,ENSG00000181773,ENSG00000181773.6
WASF2,27730730.0,27816669.0,1,1p36.11,1p,1,p36.11,ENSG00000158195,ENSG00000158195.6
AHDC1,27860546.0,27930942.0,1,1p36.11,1p,1,p36.11,ENSG00000126705,ENSG00000126705.9
FGR,27938575.0,27961788.0,1,1p36.11,1p,1,p36.11,ENSG00000000938,ENSG00000000938.8
IFI6,27992572.0,27998729.0,1,1p36.11,1p,1,p36.11,ENSG00000126709,ENSG00000126709.10
FAM76A,28052490.0,28089633.0,1,1p35.3,1p,1,p35.3,ENSG00000009780,ENSG00000009780.11
STX12,28099694.0,28150963.0,1,1p35.3,1p,1,p35.3,ENSG00000117758,ENSG00000117758.9
PPP1R8,28157289.0,28178187.0,1,1p35.3,1p,1,p35.3,ENSG00000117751,ENSG00000117751.13
SCARNA1,28160912.0,28161077.0,1,1p35.3,1p,1,p35.3,ENSG00000252947,ENSG00000252947.1
THEMIS2,28199055.0,28213196.0,1,1p35.3,1p,1,p35.3,ENSG00000130775,ENSG00000130775.11
RPA2,28218035.0,28241257.0,1,1p35.3,1p,1,p35.3,ENSG00000117748,ENSG00000117748.5
SMPDL3B,28261504.0,28285668.0,1,1p35.3,1p,1,p35.3,ENSG00000130768,ENSG00000130768.10
XKR8,28285973.0,28294607.0,1,1p35.3,1p,1,p35.3,ENSG00000158156,ENSG00000158156.7
EYA3,28296855.0,28415207.0,1,1p35.3,1p,1,p35.3,ENSG00000158161,ENSG00000158161.11
RN7SL559P,28358397.0,28358691.0,1,1p35.3,1p,1,p35.3,ENSG00000240750,ENSG00000240750.2
PTAFR,28473677.0,28520447.0,1,1p35.3,1p,1,p35.3,ENSG00000169403,ENSG00000169403.7
DNAJC8,28525967.0,28559536.0,1,1p35.3,1p,1,p35.3,ENSG00000126698,ENSG00000126698.6
ATPIF1,28562620.0,28573417.0,1,1p35.3,1p,1,p35.3,ENSG00000130770,ENSG00000130770.13
SESN2,28586038.0,28609002.0,1,1p35.3,1p,1,p35.3,ENSG00000130766,ENSG00000130766.4
MED18,28655513.0,28662476.0,1,1p35.3,1p,1,p35.3,ENSG00000130772,ENSG00000130772.9
PHACTR4,28696114.0,28826881.0,1,1p35.3,1p,1,p35.3,ENSG00000204138,ENSG00000204138.8
RNU6ATAC27P,28807874.0,28807992.0,1,1p35.3,1p,1,p35.3,ENSG00000221216,ENSG00000221216.1
RCC1,28832455.0,28865812.0,1,1p35.3,1p,1,p35.3,ENSG00000180198,ENSG00000180198.11
SNHG3,28832492.0,28837404.0,1,1p35.3,1p,1,p35.3,ENSG00000242125,ENSG00000242125.2
SNORA73B,28835071.0,28835274.0,1,1p35.3,1p,1,p35.3,ENSG00000200087,ENSG00000200087.1
snoU13|ENSG00000238821.1,28843988.0,28844087.0,1,1p35.3,1p,1,p35.3,ENSG00000238821,ENSG00000238821.1
TRNAU1AP,28879597.0,28905051.0,1,1p35.3,1p,1,p35.3,ENSG00000180098,ENSG00000180098.5
SNHG12,28905050.0,28909495.0,1,1p35.3,1p,1,p35.3,ENSG00000197989,ENSG00000197989.9
SNORD99,28905261.0,28905334.0,1,1p35.3,1p,1,p35.3,ENSG00000221539,ENSG00000221539.1
TAF12,28915835.0,28969597.0,1,1p35.3,1p,1,p35.3,ENSG00000120656,ENSG00000120656.7
RAB42,28918712.0,28921955.0,1,1p35.3,1p,1,p35.3,ENSG00000188060,ENSG00000188060.6
RNU11,28975112.0,28975245.0,1,1p35.3,1p,1,p35.3,ENSG00000270103,ENSG00000270103.2
GMEB1,28995244.0,29045865.0,1,1p35.3,1p,1,p35.3,ENSG00000162419,ENSG00000162419.8
SCARNA24|ENSG00000252777.1,29016177.0,29016306.0,1,1p35.3,1p,1,p35.3,ENSG00000252777,ENSG00000252777.1
YTHDF2,29063133.0,29096287.0,1,1p35.3,1p,1,p35.3,ENSG00000198492,ENSG00000198492.10
