Gene Symbol,Locus ID,Cytoband,chr,chr_arm
EBNA1BP2,10969,1p34.2,1,1p
WDR65,149465,1p34.2,1,1p
TMEM125,128218,1p34.2,1,1p
C1orf210,149466,1p34.2,1,1p
TIE1,7075,1p34.2,1,1p
MPL,4352,1p34.2,1,1p
CDC20,991,1p34.2,1,1p
ELOVL1,64834,1p34.2,1,1p
MED8,112950,1p34.2,1,1p
SZT2,23334,1p34.2,1,1p
HYI,81888,1p34.2,1,1p
PTPRF,5792,1p34.2,1,1p
KDM4A,9682,1p34.1,1,1p
LOC100132774,100132774,1p34.1,1,1p
ST3GAL3,6487,1p34.1,1,1p
ARTN,9048,1p34.1,1,1p
IPO13,9670,1p34.1,1,1p
ATP6V0B,533,1p34.1,1,1p
DPH2,1802,1p34.1,1,1p
B4GALT2,8704,1p34.1,1,1p
CCDC24,149473,1p34.1,1,1p
SLC6A9,6536,1p34.1,1,1p
KLF17,128209,1p34.1,1,1p
DMAP1,55929,1p34.1,1,1p
ERI3,79033,1p34.1,1,1p
RNF220,55182,1p34.1,1,1p
TMEM53,79639,1p34.1,1,1p
C1orf228,339541,1p34.1,1,1p
KIF2C,11004,1p34.1,1,1p
RPS8,6202,1p34.1,1,1p
SNORD46,94161,1p34.1,1,1p
SNORD55,26811,1p34.1,1,1p
BEST4,266675,1p34.1,1,1p
SNORD38A,94162,1p34.1,1,1p
SNORD38B,94163,1p34.1,1,1p
PLK3,1263,1p34.1,1,1p
TCTEX1D4,343521,1p34.1,1,1p
BTBD19,149478,1p34.1,1,1p
PTCH2,8643,1p34.1,1,1p
EIF2B3,8891,1p34.1,1,1p
HECTD3,79654,1p34.1,1,1p
UROD,7389,1p34.1,1,1p
ZSWIM5,57643,1p34.1,1,1p
LOC400752,400752,1p34.1,1,1p
HPDL,84842,1p34.1,1,1p
MUTYH,4595,1p34.1,1,1p
TESK2,10420,1p34.1,1,1p
TOE1,114034,1p34.1,1,1p
CCDC163P,126661,1p34.1,1,1p
MMACHC,25974,1p34.1,1,1p
PRDX1,5052,1p34.1,1,1p
AKR1A1,10327,1p34.1,1,1p
NASP,4678,1p34.1,1,1p
CCDC17,149483,1p34.1,1,1p
GPBP1L1,60313,1p34.1,1,1p
RPS15AP10,728963,1p34.1,1,1p
TMEM69,51249,1p34.1,1,1p
IPP,3652,1p34.1,1,1p
MAST2,23139,1p34.1,1,1p
PIK3R3,8503,1p34.1,1,1p
TSPAN1,10103,1p34.1,1,1p
POMGNT1,55624,1p34.1,1,1p
LURAP1,541468,1p34.1,1,1p
RAD54L,8438,1p34.1,1,1p
LRRC41,10489,1p34.1,1,1p
UQCRH,7388,1p34.1,1,1p
NSUN4,387338,1p33,1,1p
FAAH,2166,1p33,1,1p
LOC729041,729041,1p33,1,1p
DMBX1,127343,1p33,1,1p
KNCN,148930,1p33,1,1p
LOC100507423,100507423,1p33,1,1p
MKNK1,8569,1p33,1,1p
MOB3C,148932,1p33,1,1p
ATPAF1,64756,1p33,1,1p
ATPAF1-AS1,374973,1p33,1,1p
KIAA0494,9813,1p33,1,1p
LOC100130197,100130197,1p33,1,1p
CYP4B1,1580,1p33,1,1p
CYP4Z2P,163720,1p33,1,1p
CYP4A11,1579,1p33,1,1p
CYP4X1,260293,1p33,1,1p
CYP4Z1,199974,1p33,1,1p
CYP4A22,284541,1p33,1,1p
PDZK1IP1,10158,1p33,1,1p
TAL1,6886,1p33,1,1p
STIL,6491,1p33,1,1p
CMPK1,51727,1p33,1,1p
FOXE3,2301,1p33,1,1p
FOXD2,2306,1p33,1,1p
MGC12982,84793,1p33,1,1p
LOC388630,388630,1p33,1,1p
SKINTL,391037,1p33,1,1p
SLC5A9,200010,1p33,1,1p
SPATA6,54558,1p33,1,1p
AGBL4,84871,1p33,1,1p
BEND5,79656,1p33,1,1p
ELAVL4,1996,1p33,1,1p
DMRTA2,63950,1p32.3,1,1p
FAF1,11124,1p32.3,1,1p
CDKN2C,1031,1p32.3,1,1p
C1orf185,284546,1p32.3,1,1p
RNF11,26994,1p32.3,1,1p
TTC39A,22996,1p32.3,1,1p
EPS15,2060,1p32.3,1,1p
OSBPL9,114883,1p32.3,1,1p
NRD1,4898,1p32.3,1,1p
MIR761,100313892,1p32.3,1,1p
hsa-mir-761,-984,1p32.3,1,1p
RAB3B,5865,1p32.3,1,1p
TXNDC12,51060,1p32.3,1,1p
KTI12,112970,1p32.3,1,1p
BTF3L4,91408,1p32.3,1,1p
ZFYVE9,9372,1p32.3,1,1p
CC2D1B,200014,1p32.3,1,1p
ORC1,4998,1p32.3,1,1p
PRPF38A,84950,1p32.3,1,1p
ZCCHC11,23318,1p32.3,1,1p
GPX7,2882,1p32.3,1,1p
FAM159A,348378,1p32.3,1,1p
SELRC1,65260,1p32.3,1,1p
ZYG11B,79699,1p32.3,1,1p
ZYG11A,440590,1p32.3,1,1p
ECHDC2,55268,1p32.3,1,1p
SCP2,6342,1p32.3,1,1p
PODN,127435,1p32.3,1,1p
SLC1A7,6512,1p32.3,1,1p
CPT2,1376,1p32.3,1,1p
C1orf123,54987,1p32.3,1,1p
MAGOH,4116,1p32.3,1,1p
LOC100507564,100507564,1p32.3,1,1p
LRP8,7804,1p32.3,1,1p
FLJ40434,163742,1p32.3,1,1p
DMRTB1,63948,1p32.3,1,1p
GLIS1,148979,1p32.3,1,1p
TMEM48,55706,1p32.3,1,1p
YIPF1,54432,1p32.3,1,1p
DIO1,1733,1p32.3,1,1p
HSPB11,51668,1p32.3,1,1p
LRRC42,115353,1p32.3,1,1p
LDLRAD1,388633,1p32.3,1,1p
TMEM59,9528,1p32.3,1,1p
MIR4781,100616315,1p32.3,1,1p
TCEANC2,127428,1p32.3,1,1p
CDCP2,200008,1p32.3,1,1p
CYB5RL,606495,1p32.3,1,1p
MRPL37,51253,1p32.3,1,1p
SSBP3,23648,1p32.3,1,1p
ACOT11,26027,1p32.3,1,1p
FAM151A,338094,1p32.3,1,1p
HEATR8-TTC4,100527960,1p32.3,1,1p
HEATR8,374977,1p32.3,1,1p
TTC4,7268,1p32.3,1,1p
PARS2,25973,1p32.3,1,1p
TTC22,55001,1p32.3,1,1p
C1orf177,163747,1p32.3,1,1p
DHCR24,1718,1p32.3,1,1p
TMEM61,199964,1p32.3,1,1p
BSND,7809,1p32.3,1,1p
PCSK9,255738,1p32.3,1,1p
USP24,23358,1p32.3,1,1p
LOC100507634,100507634,1p32.3,1,1p
MIR4422,100616272,1p32.3,1,1p
PPAP2B,8613,1p32.2,1,1p
PRKAA2,5563,1p32.2,1,1p
C1orf168,199920,1p32.2,1,1p
C8A,731,1p32.2,1,1p
C8B,732,1p32.2,1,1p
DAB1,1600,1p32.2,1,1p
OMA1,115209,1p32.2,1,1p
TACSTD2,4070,1p32.1,1,1p
MYSM1,114803,1p32.1,1,1p
JUN,3725,1p32.1,1,1p
LOC100131060,100131060,1p32.1,1,1p
HSD52,729467,1p32.1,1,1p
FGGY,55277,1p32.1,1,1p
MIR4711,100616409,1p32.1,1,1p
HOOK1,51361,1p32.1,1,1p
CYP2J2,1573,1p32.1,1,1p
C1orf87,127795,1p32.1,1,1p
NFIA,4774,1p31.3,1,1p
TM2D1,83941,1p31.3,1,1p
INADL,10207,1p31.3,1,1p
hsa-mir-3116-1,-1062,1p31.3,1,1p
hsa-mir-3116-2,-1062,1p31.3,1,1p
L1TD1,54596,1p31.3,1,1p
KANK4,163782,1p31.3,1,1p
USP1,7398,1p31.3,1,1p
DOCK7,85440,1p31.3,1,1p
ANGPTL3,27329,1p31.3,1,1p
ATG4C,84938,1p31.3,1,1p
LINC00466,199899,1p31.3,1,1p
FOXD3,27022,1p31.3,1,1p
ALG6,29929,1p31.3,1,1p
ITGB3BP,23421,1p31.3,1,1p
EFCAB7,84455,1p31.3,1,1p
DLEU2L,79469,1p31.3,1,1p
PGM1,5236,1p31.3,1,1p
ROR1,4919,1p31.3,1,1p
UBE2U,148581,1p31.3,1,1p
CACHD1,57685,1p31.3,1,1p
MIR4794,100616338,1p31.3,1,1p
RAVER2,55225,1p31.3,1,1p
JAK1,3716,1p31.3,1,1p
MIR101-1,406893,1p31.3,1,1p
MIR3671,100500854,1p31.3,1,1p
hsa-mir-101-1,-1084,1p31.3,1,1p
AK4,205,1p31.3,1,1p
DNAJC6,9829,1p31.3,1,1p
LEPROT,54741,1p31.3,1,1p
LEPR,3953,1p31.3,1,1p
PDE4B,5142,1p31.3,1,1p
SGIP1,84251,1p31.3,1,1p
MIR3117,100422871,1p31.3,1,1p
hsa-mir-3117,-1096,1p31.3,1,1p
TCTEX1D1,200132,1p31.3,1,1p
INSL5,10022,1p31.3,1,1p
WDR78,79819,1p31.3,1,1p
MIER1,57708,1p31.3,1,1p
SLC35D1,23169,1p31.3,1,1p
C1orf141,400757,1p31.3,1,1p
IL23R,149233,1p31.3,1,1p
IL12RB2,3595,1p31.3,1,1p
SERBP1,26135,1p31.3,1,1p
GADD45A,1647,1p31.3,1,1p
GNG12,55970,1p31.3,1,1p
LOC100289178,100289178,1p31.3,1,1p
DIRAS3,9077,1p31.3,1,1p
WLS,79971,1p31.3,1,1p
MIR1262,100302279,1p31.3,1,1p
hsa-mir-1262,-1108,1p31.3,1,1p
RPE65,6121,1p31.3,1,1p
DEPDC1,55635,1p31.2,1,1p
LRRC7,57554,1p31.1,1,1p
PIN1P1,5301,1p31.1,1,1p
LRRC40,55631,1p31.1,1,1p
SRSF11,9295,1p31.1,1,1p
ANKRD13C,81573,1p31.1,1,1p
HHLA3,11147,1p31.1,1,1p
CTH,1491,1p31.1,1,1p
PTGER3,5733,1p31.1,1,1p
ZRANB2-AS1,100132618,1p31.1,1,1p
ZRANB2,9406,1p31.1,1,1p
MIR186,406962,1p31.1,1,1p
hsa-mir-186,-1130,1p31.1,1,1p
ZRANB2-AS2,100852410,1p31.1,1,1p
NEGR1,257194,1p31.1,1,1p
NEGR1-IT1,100852409,1p31.1,1,1p
LRRIQ3,127255,1p31.1,1,1p
FPGT-TNNI3K,100526835,1p31.1,1,1p
FPGT,8790,1p31.1,1,1p
TNNI3K,51086,1p31.1,1,1p
C1orf173,127254,1p31.1,1,1p
CRYZ,1429,1p31.1,1,1p
TYW3,127253,1p31.1,1,1p
LHX8,431707,1p31.1,1,1p
SLC44A5,204962,1p31.1,1,1p
ACADM,34,1p31.1,1,1p
RABGGTB,5876,1p31.1,1,1p
SNORD45C,692085,1p31.1,1,1p
SNORD45A,26805,1p31.1,1,1p
SNORD45B,26804,1p31.1,1,1p
MSH4,4438,1p31.1,1,1p
ASB17,127247,1p31.1,1,1p
ST6GALNAC3,256435,1p31.1,1,1p
ST6GALNAC5,81849,1p31.1,1,1p
PIGK,10026,1p31.1,1,1p
AK5,26289,1p31.1,1,1p
ZZZ3,26009,1p31.1,1,1p
USP33,23032,1p31.1,1,1p
FAM73A,374986,1p31.1,1,1p
NEXN,91624,1p31.1,1,1p
FUBP1,8880,1p31.1,1,1p
DNAJB4,11080,1p31.1,1,1p
GIPC2,54810,1p31.1,1,1p
MGC27382,149047,1p31.1,1,1p
PTGFR,5737,1p31.1,1,1p
IFI44L,10964,1p31.1,1,1p
IFI44,10561,1p31.1,1,1p
ELTD1,64123,1p31.1,1,1p
LPHN2,23266,1p31.1,1,1p
TTLL7,79739,1p31.1,1,1p
PRKACB,5567,1p31.1,1,1p
SAMD13,148418,1p31.1,1,1p
UOX,391051,1p31.1,1,1p
DNASE2B,58511,1p31.1,1,1p
RPF1,80135,1p22.3,1,1p
GNG5,2787,1p22.3,1,1p
CTBS,1486,1p22.3,1,1p
C1orf180,439927,1p22.3,1,1p
SSX2IP,117178,1p22.3,1,1p
LPAR3,23566,1p22.3,1,1p
MCOLN2,255231,1p22.3,1,1p
MCOLN3,55283,1p22.3,1,1p
WDR63,126820,1p22.3,1,1p
MIR4423,100616481,1p22.3,1,1p
SYDE2,84144,1p22.3,1,1p
C1orf52,148423,1p22.3,1,1p
BCL10,8915,1p22.3,1,1p
LOC646626,646626,1p22.3,1,1p
DDAH1,23576,1p22.3,1,1p
CYR61,3491,1p22.3,1,1p
ZNHIT6,54680,1p22.3,1,1p
COL24A1,255631,1p22.3,1,1p
ODF2L,57489,1p22.3,1,1p
CLCA2,9635,1p22.3,1,1p
CLCA1,1179,1p22.3,1,1p
CLCA4,22802,1p22.3,1,1p
CLCA3P,9629,1p22.3,1,1p
SH3GLB1,51100,1p22.3,1,1p
SEP15,9403,1p22.3,1,1p
HS2ST1,9653,1p22.3,1,1p
LOC339524,339524,1p22.3,1,1p
LMO4,8543,1p22.3,1,1p
LOC100505768,100505768,1p22.3,1,1p
PKN2,5586,1p22.2,1,1p
GTF2B,2959,1p22.2,1,1p
CCBL2,56267,1p22.2,1,1p
RBMXL1,494115,1p22.2,1,1p
GBP3,2635,1p22.2,1,1p
GBP1,2633,1p22.2,1,1p
GBP2,2634,1p22.2,1,1p
GBP7,388646,1p22.2,1,1p
GBP4,115361,1p22.2,1,1p
GBP5,115362,1p22.2,1,1p
GBP6,163351,1p22.2,1,1p
GBP1P1,400759,1p22.2,1,1p
LRRC8B,23507,1p22.2,1,1p
FLJ27354,400761,1p22.2,1,1p
LRRC8C,84230,1p22.2,1,1p
LRRC8D,55144,1p22.2,1,1p
GEMIN8P4,492303,1p22.2,1,1p
ZNF326,284695,1p22.2,1,1p
BARHL2,343472,1p22.2,1,1p
ZNF644,84146,1p22.2,1,1p
HFM1,164045,1p22.2,1,1p
CDC7,8317,1p22.2,1,1p
HSP90B3P,343477,1p22.1,1,1p
TGFBR3,7049,1p22.1,1,1p
BRDT,676,1p22.1,1,1p
EPHX4,253152,1p22.1,1,1p
BTBD8,284697,1p22.1,1,1p
KIAA1107,23285,1p22.1,1,1p
C1orf146,388649,1p22.1,1,1p
GLMN,11146,1p22.1,1,1p
RPAP2,79871,1p22.1,1,1p
GFI1,2672,1p22.1,1,1p
EVI5,7813,1p22.1,1,1p
FAM69A,388650,1p22.1,1,1p
RPL5,6125,1p22.1,1,1p
SNORA66,26782,1p22.1,1,1p
SNORD21,6083,1p22.1,1,1p
MTF2,22823,1p22.1,1,1p
TMED5,50999,1p22.1,1,1p
CCDC18,343099,1p22.1,1,1p
LOC100131564,100131564,1p22.1,1,1p
DR1,1810,1p22.1,1,1p
FNBP1L,54874,1p22.1,1,1p
BCAR3,8412,1p22.1,1,1p
LOC100129046,100129046,1p22.1,1,1p
MIR760,100126348,1p22.1,1,1p
hsa-mir-760,-1304,1p22.1,1,1p
DNTTIP2,30836,1p22.1,1,1p
GCLM,2730,1p22.1,1,1p
ABCA4,24,1p22.1,1,1p
ARHGAP29,9411,1p22.1,1,1p
ABCD3,5825,1p21.3,1,1p
F3,2152,1p21.3,1,1p
SLC44A3,126969,1p21.3,1,1p
CNN3,1266,1p21.3,1,1p
LOC729970,729970,1p21.3,1,1p
ALG14,199857,1p21.3,1,1p
TMEM56,148534,1p21.3,1,1p
TMEM56-RWDD3,100527978,1p21.3,1,1p
RWDD3,25950,1p21.3,1,1p
FLJ31662,440594,1p21.3,1,1p
PTBP2,58155,1p21.3,1,1p
DPYD,1806,1p21.3,1,1p
MIR137HG,400765,1p21.3,1,1p
MIR137,406928,1p21.3,1,1p
MIR2682,100616452,1p21.3,1,1p
hsa-mir-137,-1336,1p21.3,1,1p
LOC729987,729987,1p21.3,1,1p
SNX7,51375,1p21.3,1,1p
LPPR5,163404,1p21.3,1,1p
LOC100129620,100129620,1p21.3,1,1p
LPPR4,9890,1p21.2,1,1p
PALMD,54873,1p21.2,1,1p
MIR548AA1,100500863,1p21.2,1,1p
MIR548D1,693130,1p21.2,1,1p
FRRS1,391059,1p21.2,1,1p
AGL,178,1p21.2,1,1p
SLC35A3,23443,1p21.2,1,1p
HIAT1,64645,1p21.2,1,1p
SASS6,163786,1p21.2,1,1p
CCDC76,54482,1p21.2,1,1p
LRRC39,127495,1p21.2,1,1p
DBT,1629,1p21.2,1,1p
RTCD1,8634,1p21.2,1,1p
MIR553,693138,1p21.2,1,1p
hsa-mir-553,-1353,1p21.2,1,1p
CDC14A,8556,1p21.2,1,1p
GPR88,54112,1p21.2,1,1p
LOC100128787,100128787,1p21.2,1,1p
VCAM1,7412,1p21.2,1,1p
EXTL2,2135,1p21.2,1,1p
SLC30A7,148867,1p21.2,1,1p
DPH5,51611,1p21.2,1,1p
S1PR1,1901,1p21.2,1,1p
OLFM3,118427,1p21.1,1,1p
DNAJA1P5,94236,1p21.1,1,1p
COL11A1,1301,1p21.1,1,1p
RNPC3,55599,1p21.1,1,1p
AMY2B,280,1p21.1,1,1p
LOC648740,648740,1p21.1,1,1p
AMY2A,279,1p21.1,1,1p
AMY1A,276,1p21.1,1,1p
AMY1B,277,1p21.1,1,1p
AMY1C,278,1p21.1,1,1p
LOC100129138,100129138,1p21.1,1,1p
PRMT6,55170,1p13.3,1,1p
NTNG1,22854,1p13.3,1,1p
VAV3,10451,1p13.3,1,1p
SLC25A24,29957,1p13.3,1,1p
NBPF4,148545,1p13.3,1,1p
NBPF6,653149,1p13.3,1,1p
FAM102B,284611,1p13.3,1,1p
HENMT1,113802,1p13.3,1,1p
PRPF38B,55119,1p13.3,1,1p
FNDC7,163479,1p13.3,1,1p
STXBP3,6814,1p13.3,1,1p
AKNAD1,254268,1p13.3,1,1p
SRG7,642864,1p13.3,1,1p
GPSM2,29899,1p13.3,1,1p
CLCC1,23155,1p13.3,1,1p
WDR47,22911,1p13.3,1,1p
TAF13,6884,1p13.3,1,1p
TMEM167B,56900,1p13.3,1,1p
SCARNA2,677766,1p13.3,1,1p
C1orf194,127003,1p13.3,1,1p
KIAA1324,57535,1p13.3,1,1p
SARS,6301,1p13.3,1,1p
CELSR2,1952,1p13.3,1,1p
PSRC1,84722,1p13.3,1,1p
MYBPHL,343263,1p13.3,1,1p
SORT1,6272,1p13.3,1,1p
PSMA5,5686,1p13.3,1,1p
SYPL2,284612,1p13.3,1,1p
ATXN7L2,127002,1p13.3,1,1p
CYB561D1,284613,1p13.3,1,1p
AMIGO1,57463,1p13.3,1,1p
GPR61,83873,1p13.3,1,1p
GNAI3,2773,1p13.3,1,1p
GNAT2,2780,1p13.3,1,1p
MIR197,406974,1p13.3,1,1p
hsa-mir-197,-1425,1p13.3,1,1p
AMPD2,271,1p13.3,1,1p
GSTM4,2948,1p13.3,1,1p
GSTM2,2946,1p13.3,1,1p
GSTM1,2944,1p13.3,1,1p
GSTM5,2949,1p13.3,1,1p
GSTM3,2947,1p13.3,1,1p
EPS8L3,79574,1p13.3,1,1p
CSF1,1435,1p13.3,1,1p
AHCYL1,10768,1p13.3,1,1p
FAM40A,85369,1p13.3,1,1p
ALX3,257,1p13.3,1,1p
UBL4B,164153,1p13.3,1,1p
SLC6A17,388662,1p13.3,1,1p
KCNC4,3749,1p13.3,1,1p
LOC440600,440600,1p13.3,1,1p
RBM15,64783,1p13.3,1,1p
SLC16A4,9122,1p13.3,1,1p
HBXIP,10542,1p13.3,1,1p
PROK1,84432,1p13.3,1,1p
CYMP,643160,1p13.3,1,1p
KCNA10,3744,1p13.3,1,1p
KCNA2,3737,1p13.3,1,1p
KCNA3,3738,1p13.3,1,1p
CD53,963,1p13.3,1,1p
LRIF1,55791,1p13.3,1,1p
DRAM2,128338,1p13.3,1,1p
CEPT1,10390,1p13.3,1,1p
DENND2D,79961,1p13.3,1,1p
CHI3L2,1117,1p13.3,1,1p
RP11-165H20.1,149620,1p13.2,1,1p
CHIA,27159,1p13.2,1,1p
C1orf88,128344,1p13.2,1,1p
PGCP1,441897,1p13.2,1,1p
OVGP1,5016,1p13.2,1,1p
ATP5F1,515,1p13.2,1,1p
WDR77,79084,1p13.2,1,1p
C1orf162,128346,1p13.2,1,1p
ADORA3,140,1p13.2,1,1p
LOC100129269,100129269,1p13.2,1,1p
RAP1A,5906,1p13.2,1,1p
FAM212B,55924,1p13.2,1,1p
LOC100506343,100506343,1p13.2,1,1p
DDX20,11218,1p13.2,1,1p
KCND3,3752,1p13.2,1,1p
CTTNBP2NL,55917,1p13.2,1,1p
MIR4256,100422976,1p13.2,1,1p
hsa-mir-4256,-1447,1p13.2,1,1p
WNT2B,7482,1p13.2,1,1p
ST7L,54879,1p13.2,1,1p
CAPZA1,829,1p13.2,1,1p
MOV10,4343,1p13.2,1,1p
RHOC,389,1p13.2,1,1p
PPM1J,333926,1p13.2,1,1p
FAM19A3,284467,1p13.2,1,1p
SLC16A1,6566,1p13.2,1,1p
AKR7A2P1,246182,1p13.2,1,1p
LRIG2,9860,1p13.2,1,1p
LOC643441,643441,1p13.2,1,1p
MAGI3,260425,1p13.2,1,1p
PHTF1,10745,1p13.2,1,1p
RSBN1,54665,1p13.2,1,1p
PTPN22,26191,1p13.2,1,1p
LOC100287722,100287722,1p13.2,1,1p
BCL2L15,440603,1p13.2,1,1p
AP4B1,10717,1p13.2,1,1p
DCLRE1B,64858,1p13.2,1,1p
HIPK1,204851,1p13.2,1,1p
OLFML3,56944,1p13.2,1,1p
SYT6,148281,1p13.2,1,1p
TRIM33,51592,1p13.2,1,1p
BCAS2,10286,1p13.2,1,1p
DENND2C,163259,1p13.2,1,1p
AMPD1,270,1p13.2,1,1p
NRAS,4893,1p13.2,1,1p
CSDE1,7812,1p13.2,1,1p
SIKE1,80143,1p13.2,1,1p
SYCP1,6847,1p13.2,1,1p
TSHB,7252,1p13.2,1,1p
TSPAN2,10100,1p13.2,1,1p
NGF,4803,1p13.2,1,1p
VANGL1,81839,1p13.1,1,1p
CASQ2,845,1p13.1,1,1p
NHLH2,4808,1p13.1,1,1p
SLC22A15,55356,1p13.1,1,1p
MAB21L3,126868,1p13.1,1,1p
ATP1A1,476,1p13.1,1,1p
ATP1A1OS,84852,1p13.1,1,1p
CD58,965,1p13.1,1,1p
IGSF3,3321,1p13.1,1,1p
MIR320B1,100302117,1p13.1,1,1p
hsa-mir-320b-1,-1479,1p13.1,1,1p
CD2,914,1p13.1,1,1p
PTGFRN,5738,1p13.1,1,1p
CD101,9398,1p13.1,1,1p
TTF2,8458,1p13.1,1,1p
MIR942,100126331,1p13.1,1,1p
hsa-mir-942,-1482,1p13.1,1,1p
TRIM45,80263,1p13.1,1,1p
VTCN1,79679,1p13.1,1,1p
MAN1A2,10905,1p12,1,1p
FAM46C,54855,1p12,1,1p
GDAP2,54834,1p12,1,1p
WDR3,10885,1p12,1,1p
SPAG17,200162,1p12,1,1p
TBX15,6913,1p12,1,1p
WARS2,10352,1p12,1,1p
HAO2,51179,1p12,1,1p
HSD3B2,3284,1p12,1,1p
HSD3B1,3283,1p12,1,1p
HSD3BP4,128102,1p12,1,1p
LOC644242,644242,1p12,1,1p
ZNF697,90874,1p12,1,1p
PHGDH,26227,1p12,1,1p
HMGCS2,3158,1p12,1,1p
REG4,83998,1p12,1,1p
NBPF7,343505,1p12,1,1p
ADAM30,11085,1p12,1,1p
NOTCH2,4853,1p12,1,1p
FAM72B,653820,1p11.2,1,1p
HIST2H2BA,337875,1p11.2,1,1p
FCGR1B,2210,1p11.2,1,1p
EMBP1,647121,1p11.2,1,1p
hsa-mir-3118-1,-1673,1q21.1,1,1q
LOC375010,375010,1q21.1,1,1q
hsa-mir-3118-2,-1677,1q21.1,1,1q
hsa-mir-3118-3,-1679,1q21.1,1,1q
LOC100130000,100130000,1q21.1,1,1q
FLJ39739,388685,1q21.1,1,1q
LOC100286793,100286793,1q21.1,1,1q
PPIAL4G,644591,1q21.1,1,1q
FAM72D,728833,1q21.1,1,1q
SRGAP2P2,647135,1q21.1,1,1q
LOC728855,728855,1q21.1,1,1q
LOC728875,728875,1q21.1,1,1q
PPIAL4A,164022,1q21.1,1,1q
PPIAL4B,653505,1q21.1,1,1q
PPIAL4C,653598,1q21.1,1,1q
NBPF9,400818,1q21.1,1,1q
PFN1P2,767846,1q21.1,1,1q
LOC653513,653513,1q21.1,1,1q
PDE4DIP,9659,1q21.1,1,1q
SEC22B,9554,1q21.1,1,1q
NOTCH2NL,388677,1q21.1,1,1q
NBPF10,100132406,1q21.1,1,1q
HFE2,148738,1q21.1,1,1q
TXNIP,10628,1q21.1,1,1q
POLR3GL,84265,1q21.1,1,1q
ANKRD34A,284615,1q21.1,1,1q
LIX1L,128077,1q21.1,1,1q
GNRHR2,114814,1q21.1,1,1q
RBM8A,9939,1q21.1,1,1q
ITGA10,8515,1q21.1,1,1q
PEX11B,8799,1q21.1,1,1q
ANKRD35,148741,1q21.1,1,1q
PIAS3,10401,1q21.1,1,1q
NUDT17,200035,1q21.1,1,1q
POLR3C,10623,1q21.1,1,1q
RNF115,27246,1q21.1,1,1q
CD160,11126,1q21.1,1,1q
PDZK1,5174,1q21.1,1,1q
GPR89A,653519,1q21.1,1,1q
GPR89C,728932,1q21.1,1,1q
PDZK1P1,728939,1q21.1,1,1q
NBPF11,200030,1q21.1,1,1q
NBPF24,728912,1q21.1,1,1q
LOC728989,728989,1q21.1,1,1q
PRKAB2,5565,1q21.1,1,1q
PDIA3P,171423,1q21.1,1,1q
FMO5,2330,1q21.1,1,1q
CHD1L,9557,1q21.1,1,1q
LOC100289211,100289211,1q21.1,1,1q
BCL9,607,1q21.2,1,1q
ACP6,51205,1q21.2,1,1q
GJA5,2702,1q21.2,1,1q
GJA8,2703,1q21.2,1,1q
GPR89B,51463,1q21.2,1,1q
NBPF14,25832,1q21.2,1,1q
PPIAL4D,645142,1q21.2,1,1q
PPIAL4F,728945,1q21.2,1,1q
NBPF15,284565,1q21.2,1,1q
NBPF16,728936,1q21.2,1,1q
PPIAL4E,730262,1q21.2,1,1q
LOC645166,645166,1q21.2,1,1q
LOC388692,388692,1q21.2,1,1q
FCGR1C,100132417,1q21.2,1,1q
HIST2H2BF,440689,1q21.2,1,1q
FAM91A2,57234,1q21.2,1,1q
FCGR1A,2209,1q21.2,1,1q
HIST2H2AA3,8337,1q21.2,1,1q
HIST2H2AA4,723790,1q21.2,1,1q
HIST2H3A,333932,1q21.2,1,1q
HIST2H3C,126961,1q21.2,1,1q
HIST2H3D,653604,1q21.2,1,1q
HIST2H4A,8370,1q21.2,1,1q
HIST2H4B,554313,1q21.2,1,1q
HIST2H2BC,337873,1q21.2,1,1q
HIST2H2BE,8349,1q21.2,1,1q
HIST2H2AB,317772,1q21.2,1,1q
HIST2H2AC,8338,1q21.2,1,1q
BOLA1,51027,1q21.2,1,1q
SV2A,9900,1q21.2,1,1q
MTMR11,10903,1q21.2,1,1q
SF3B4,10262,1q21.2,1,1q
OTUD7B,56957,1q21.2,1,1q
VPS45,11311,1q21.2,1,1q
PLEKHO1,51177,1q21.2,1,1q
ANP32E,81611,1q21.2,1,1q
CA14,23632,1q21.2,1,1q
APH1A,51107,1q21.2,1,1q
C1orf54,79630,1q21.2,1,1q
C1orf51,148523,1q21.2,1,1q
MRPS21,54460,1q21.2,1,1q
PRPF3,9129,1q21.2,1,1q
RPRD2,23248,1q21.3,1,1q
TARS2,80222,1q21.3,1,1q
ECM1,1893,1q21.3,1,1q
ADAMTSL4,54507,1q21.3,1,1q
MIR4257,100422997,1q21.3,1,1q
hsa-mir-4257,-1733,1q21.3,1,1q
MCL1,4170,1q21.3,1,1q
ENSA,2029,1q21.3,1,1q
GOLPH3L,55204,1q21.3,1,1q
HORMAD1,84072,1q21.3,1,1q
CTSS,1520,1q21.3,1,1q
CTSK,1513,1q21.3,1,1q
ARNT,405,1q21.3,1,1q
SETDB1,9869,1q21.3,1,1q
CERS2,29956,1q21.3,1,1q
ANXA9,8416,1q21.3,1,1q
FAM63A,55793,1q21.3,1,1q
PRUNE,58497,1q21.3,1,1q
BNIPL,149428,1q21.3,1,1q
C1orf56,54964,1q21.3,1,1q
CDC42SE1,56882,1q21.3,1,1q
MLLT11,10962,1q21.3,1,1q
GABPB2,126626,1q21.3,1,1q
